,1000_1,1000_2,500_1,500_2,100_1,100_2
train_2627.png,3,0,0,2,3,2
train_2628.png,2,3,3,3,3,1
train_2629.png,3,1,1,0,2,3
train_2630.png,3,0,2,3,1,1
train_2631.png,2,0,0,1,3,3
train_2632.png,2,2,2,2,3,2
train_2633.png,2,1,1,3,2,0
train_2634.png,1,3,3,0,1,2
train_2635.png,3,2,1,0,0,3
train_2636.png,2,3,1,1,3,2
train_2637.png,2,1,1,1,0,1
train_2638.png,2,0,2,0,3,3
train_2639.png,1,2,2,2,3,1
train_2640.png,0,0,0,0,3,2
train_2641.png,2,0,0,2,0,1
train_2642.png,1,2,0,0,1,0
train_2643.png,0,3,0,2,0,1
train_2644.png,1,1,0,3,2,1
train_2645.png,1,2,1,3,1,1
train_2646.png,0,0,1,0,1,1
train_2647.png,3,2,3,0,2,1
train_2648.png,0,3,0,0,3,3
train_2649.png,2,0,2,1,0,0
train_2650.png,0,3,3,3,1,3
train_2651.png,0,2,3,2,0,2
train_2652.png,0,1,2,1,2,1
train_2653.png,3,2,3,2,0,1
train_2654.png,1,0,1,1,3,0
train_2655.png,0,2,1,2,2,2
train_2656.png,0,3,3,0,0,2
train_2657.png,3,3,0,1,3,0
train_2658.png,1,0,1,3,0,2
train_2659.png,1,0,3,1,3,3
train_2660.png,2,1,0,3,3,3
train_2661.png,0,0,3,3,2,3
train_2662.png,3,0,2,1,1,1
train_2663.png,2,2,2,2,1,1
train_2664.png,0,1,2,2,0,3
train_2665.png,0,2,2,0,3,2
train_2666.png,2,2,3,0,1,3
train_2667.png,2,1,0,3,2,3
train_2668.png,2,3,0,2,2,3
train_2669.png,2,2,3,3,3,1
train_2670.png,3,1,1,2,3,2
train_2671.png,1,0,3,3,0,0
train_2672.png,1,3,0,0,0,0
train_2673.png,1,2,3,1,3,0
train_2674.png,0,0,3,1,0,1
train_2675.png,3,0,0,1,2,1
train_2676.png,3,0,2,2,2,1
train_2677.png,3,2,2,2,1,2
train_2678.png,3,1,2,2,3,0
train_2679.png,3,1,2,3,2,1
train_2680.png,1,2,1,1,2,1
train_2681.png,1,1,3,3,0,3
train_2682.png,0,2,1,3,2,0
train_2683.png,1,1,2,0,0,2
train_2684.png,3,1,3,0,2,1
train_2685.png,2,0,2,0,1,2
train_2686.png,0,0,3,3,3,1
train_2687.png,2,0,2,2,3,3
train_2688.png,2,0,3,1,1,0
train_2689.png,2,2,1,0,2,1
train_2690.png,2,3,0,3,2,0
train_2691.png,0,2,2,1,3,1
train_2692.png,3,3,3,0,0,3
train_2693.png,2,2,0,2,2,1
train_2694.png,3,0,2,3,1,2
train_2695.png,1,2,0,0,2,3
train_2696.png,1,2,3,0,3,3
train_2697.png,3,3,2,2,1,2
train_2698.png,2,3,2,2,0,2
train_2699.png,1,1,3,1,3,1
train_2700.png,0,2,3,0,0,2
train_2701.png,0,1,3,1,3,2
train_2702.png,3,0,2,0,1,2
train_2703.png,2,1,3,2,0,3
train_2704.png,0,1,2,0,0,2
train_2705.png,0,2,1,2,0,1
train_2706.png,3,1,1,3,1,2
train_2707.png,3,1,2,2,2,1
train_2708.png,3,0,1,0,0,3
train_2709.png,1,3,0,1,1,1
train_2710.png,3,1,1,1,0,0
train_2711.png,0,2,1,2,1,3
train_2712.png,1,2,0,1,3,0
train_2713.png,1,3,1,3,1,0
train_2714.png,1,1,3,0,3,0
train_2715.png,1,0,2,2,3,0
train_2716.png,3,0,3,3,0,0
train_2717.png,2,3,0,2,1,1
train_2718.png,2,0,3,2,1,3
train_2719.png,0,0,3,3,2,0
train_2720.png,2,1,0,0,1,3
train_2721.png,0,1,3,1,1,2
train_2722.png,2,0,0,3,1,0
train_2723.png,3,0,1,0,1,3
train_2724.png,0,1,3,1,1,1
train_2725.png,1,3,0,0,1,3
train_2726.png,3,1,2,2,1,3
train_2727.png,2,2,0,1,3,1
train_2728.png,3,1,0,0,1,0
train_2729.png,3,1,2,2,2,0
train_2730.png,1,3,0,1,0,3
train_2731.png,3,3,0,3,0,0
train_2732.png,1,2,1,3,3,1
train_2733.png,0,2,1,0,1,1
train_2734.png,3,2,0,2,2,1
train_2735.png,0,2,3,2,1,3
train_2736.png,2,3,3,1,0,1
train_2737.png,3,3,3,1,1,2
train_2738.png,1,2,1,1,2,2
train_2739.png,0,3,3,2,0,2
train_2740.png,0,3,3,1,3,0
train_2741.png,3,2,1,1,1,0
train_2742.png,3,2,2,0,0,2
train_2743.png,3,3,2,2,1,1
train_2744.png,1,0,0,0,1,1
train_2745.png,3,0,3,3,3,2
train_2746.png,3,3,0,3,0,2
train_2747.png,1,0,1,3,1,3
train_2748.png,1,2,2,2,2,0
train_2749.png,3,1,0,1,3,3
train_2750.png,1,3,2,1,1,2
train_2751.png,0,0,0,1,1,2
train_2752.png,3,0,0,3,2,1
train_2753.png,3,2,0,3,2,3
train_2754.png,2,0,3,1,1,3
train_2755.png,1,1,3,0,3,3
train_2756.png,0,2,3,2,2,3
train_2757.png,3,1,2,0,2,2
train_2758.png,2,0,1,1,1,3
train_2759.png,1,0,3,0,3,2
train_2760.png,2,1,2,2,1,2
train_2761.png,1,2,2,1,1,3
train_2762.png,2,1,2,2,2,0
train_2763.png,0,2,2,2,0,0
train_2764.png,2,3,1,1,2,3
train_2765.png,0,0,1,0,3,3
train_2766.png,0,1,3,1,1,1
train_2767.png,1,0,2,0,2,1
train_2768.png,1,1,0,1,3,0
train_2769.png,3,0,0,1,2,3
train_2770.png,3,2,0,2,2,3
train_2771.png,1,1,1,3,2,1
train_2772.png,0,1,0,0,0,0
train_2773.png,1,3,0,1,2,3
train_2774.png,1,3,1,2,0,3
train_2775.png,2,0,0,3,3,3
train_2776.png,0,0,0,1,3,1
train_2777.png,3,3,3,0,2,3
train_2778.png,1,1,2,2,3,0
train_2779.png,3,3,0,0,0,2
train_2780.png,0,0,3,1,2,2
train_2781.png,1,2,2,1,2,2
train_2782.png,3,0,2,1,2,3
train_2783.png,3,1,3,0,0,0
train_2784.png,2,2,1,3,1,1
train_2785.png,1,0,0,2,2,1
train_2786.png,0,0,3,0,2,0
train_2787.png,0,1,2,3,1,0
train_2788.png,2,3,2,0,0,3
train_2789.png,0,1,2,2,3,1
train_2790.png,3,1,0,0,1,3
train_2791.png,0,2,3,0,1,3
train_2792.png,1,2,2,0,3,1
train_2793.png,2,1,2,1,2,2
train_2794.png,0,1,3,2,0,0
train_2795.png,2,3,3,2,3,0
train_2796.png,0,1,3,0,2,2
train_2797.png,0,0,3,3,0,0
train_2798.png,3,1,0,0,3,2
train_2799.png,0,1,3,0,1,3
train_2800.png,3,1,3,1,3,1
train_2801.png,0,0,1,3,0,0
train_2802.png,3,2,3,3,2,1
train_2803.png,0,0,1,0,3,2
train_2804.png,0,3,2,1,1,1
train_2805.png,0,1,0,3,2,2
train_2806.png,0,1,2,1,3,2
train_2807.png,3,0,2,1,2,2
train_2808.png,3,0,1,2,3,1
train_2809.png,0,2,2,0,0,0
train_2810.png,1,3,1,2,0,0
train_2811.png,3,2,0,2,2,2
train_2812.png,1,1,2,1,3,1
train_2813.png,1,1,2,2,2,3
train_2814.png,1,2,0,3,0,0
train_2815.png,2,2,1,2,1,0
train_2816.png,0,0,2,2,1,1
train_2817.png,1,0,1,2,0,2
train_2818.png,1,0,0,0,3,3
train_2819.png,2,2,3,0,0,0
train_2820.png,2,3,0,2,0,3
train_2821.png,2,2,2,1,0,2
train_2822.png,1,2,0,3,0,0
train_2823.png,1,0,3,1,1,3
train_2824.png,2,2,3,0,0,1
train_2825.png,2,2,1,2,0,1
train_2826.png,2,2,0,2,2,3
train_2827.png,2,0,1,0,2,2
train_2828.png,3,0,3,1,1,2
train_2829.png,0,2,3,0,2,0
train_2830.png,1,0,1,1,2,0
train_2831.png,1,1,2,0,1,3
train_2832.png,0,2,0,3,2,0
train_2833.png,0,0,2,3,1,0
train_2834.png,1,0,1,0,0,0
train_2835.png,1,3,3,0,2,0
train_2836.png,2,3,0,3,1,2
train_2837.png,3,0,3,0,3,0
train_2838.png,1,2,1,3,1,2
train_2839.png,0,1,3,0,1,2
train_2840.png,3,3,1,1,2,3
train_2841.png,3,1,0,2,0,0
train_2842.png,0,0,0,2,0,0
train_2843.png,0,0,2,0,3,0
train_2844.png,0,3,1,2,1,1
train_2845.png,2,0,1,0,0,2
train_2846.png,0,2,2,2,3,0
train_2847.png,2,3,3,2,0,3
train_2848.png,0,2,0,1,2,2
train_2849.png,2,2,2,1,0,0
train_2850.png,0,3,3,0,3,1
train_2851.png,0,3,1,1,1,1
train_2852.png,1,2,0,2,2,3
train_2853.png,0,2,3,1,1,2
train_2854.png,2,2,1,3,2,0
train_2855.png,0,1,1,0,3,1
train_2856.png,2,0,3,0,2,3
train_2857.png,0,3,0,3,2,0
train_2858.png,2,2,0,0,3,1
train_2859.png,3,3,2,2,2,0
train_2860.png,1,1,0,2,0,1
train_2861.png,2,2,1,1,3,2
train_2862.png,1,0,2,0,3,3
train_2863.png,1,2,0,3,0,3
train_2864.png,2,0,3,3,2,2
train_2865.png,2,3,3,0,0,3
train_2866.png,1,2,0,0,2,0
train_2867.png,1,3,0,2,1,0
train_2868.png,0,0,3,2,3,3
train_2869.png,2,0,1,2,1,0
train_2870.png,0,3,0,2,3,3
train_2871.png,0,1,0,2,3,2
train_2872.png,3,3,3,2,2,2
train_2873.png,3,2,2,1,1,3
train_2874.png,1,0,0,2,0,1
train_2875.png,0,3,0,1,0,0
train_2876.png,0,3,2,3,1,2
train_2877.png,2,2,0,3,1,0
train_2878.png,0,0,2,3,3,1
train_2879.png,2,0,0,0,0,0
train_2880.png,2,2,0,0,1,1
train_2881.png,1,1,1,3,3,1
train_2882.png,0,3,2,1,1,2
train_2883.png,3,3,3,3,3,2
train_2884.png,0,1,2,0,1,0
train_2885.png,2,3,3,3,0,0
train_2886.png,0,2,3,3,1,0
train_2887.png,2,1,1,0,1,0
train_2888.png,2,0,1,2,2,0
train_2889.png,2,2,2,3,0,2
train_2890.png,2,1,0,2,0,2
train_2891.png,3,3,0,3,1,2
train_2892.png,2,0,3,2,0,2
train_2893.png,1,3,3,3,1,3
train_2894.png,2,0,2,1,2,0
train_2895.png,2,1,0,0,1,2
train_2896.png,2,1,0,2,0,2
train_2897.png,1,1,0,3,2,1
train_2898.png,3,3,0,0,3,1
train_2899.png,0,3,0,3,0,3
train_2900.png,0,2,2,1,1,0
train_2901.png,1,1,0,1,3,2
train_2902.png,1,3,3,3,3,0
train_2903.png,3,0,2,1,2,2
train_2904.png,2,3,1,0,0,2
train_2905.png,2,1,1,0,1,2
train_2906.png,2,1,0,3,1,1
train_2907.png,0,0,1,2,2,1
train_2908.png,1,2,0,0,0,2
train_2909.png,2,3,2,1,3,2
train_2910.png,0,1,2,3,1,2
train_2911.png,2,0,1,2,0,1
train_2912.png,3,3,3,2,2,1
train_2913.png,1,1,2,2,2,2
train_2914.png,3,3,1,2,0,1
train_2915.png,2,2,1,0,0,0
train_2916.png,3,0,2,1,0,0
train_2917.png,3,3,1,2,1,1
train_2918.png,1,0,3,0,1,1
train_2919.png,2,1,0,0,3,0
train_2920.png,3,3,3,0,0,2
train_2921.png,2,3,1,2,0,0
train_2922.png,3,1,1,2,0,3
train_2923.png,3,2,1,3,0,0
train_2924.png,3,1,0,2,1,1
train_2925.png,3,1,3,2,3,2
train_2926.png,2,2,1,3,3,2
train_2927.png,3,1,1,2,2,2
train_2928.png,3,1,2,3,3,1
train_2929.png,0,3,3,3,2,3
train_2930.png,2,1,3,2,0,2
train_2931.png,0,1,2,2,3,3
train_2932.png,1,1,3,2,3,3
train_2933.png,2,2,1,3,2,1
train_2934.png,1,3,0,3,1,3
train_2935.png,0,3,0,2,2,3
train_2936.png,2,1,2,2,1,0
train_2937.png,1,1,1,2,3,3
train_2938.png,3,0,2,2,3,3
train_2939.png,2,1,1,0,1,2
train_2940.png,0,0,3,1,3,2
train_2941.png,0,0,2,1,0,0
train_2942.png,1,1,3,2,0,3
train_2943.png,3,1,3,3,1,0
train_2944.png,3,1,2,1,0,1
train_2945.png,0,2,3,1,2,2
train_2946.png,2,0,0,2,1,0
train_2947.png,1,3,0,0,0,3
train_2948.png,1,2,1,0,2,1
train_2949.png,1,2,0,1,0,0
train_2950.png,3,0,0,1,0,0
train_2951.png,3,3,1,3,1,1
train_2952.png,3,1,0,1,2,0
train_2953.png,2,0,2,1,0,3
train_2954.png,3,3,3,2,3,2
train_2955.png,1,1,3,0,0,0
train_2956.png,0,0,0,3,0,1
train_2957.png,3,3,3,3,0,3
train_2958.png,2,3,2,0,2,2
train_2959.png,0,1,3,3,0,2
train_2960.png,2,2,2,3,2,2
train_2961.png,2,2,2,0,3,3
train_2962.png,1,2,3,2,2,2
train_2963.png,2,0,3,2,1,3
train_2964.png,2,0,0,0,2,2
train_2965.png,1,2,1,2,3,1
train_2966.png,2,2,0,1,0,2
train_2967.png,3,3,0,1,3,1
train_2968.png,1,0,3,2,0,3
train_2969.png,2,0,0,2,1,1
train_2970.png,2,0,1,1,0,3
train_2971.png,3,0,2,1,1,1
train_2972.png,2,1,0,3,2,1
train_2973.png,2,1,1,2,2,3
train_2974.png,0,0,1,1,2,2
train_2975.png,3,1,2,1,1,0
train_2976.png,2,2,0,0,2,1
train_2977.png,3,3,1,3,2,0
train_2978.png,3,3,1,3,2,0
train_2979.png,3,1,1,1,0,2
train_2980.png,3,0,0,2,1,3
train_2981.png,2,3,0,0,2,1
train_2982.png,2,1,0,1,0,2
train_2983.png,2,1,2,1,2,2
train_2984.png,3,3,1,0,1,3
train_2985.png,0,3,2,0,1,2
train_2986.png,1,2,2,3,2,2
train_2987.png,0,2,1,1,0,2
train_2988.png,1,0,3,2,0,0
train_2989.png,0,2,0,2,3,3
train_2990.png,3,1,3,1,2,0
train_2991.png,3,2,0,3,2,2
train_2992.png,1,2,0,2,2,1
train_2993.png,2,0,2,2,0,3
train_2994.png,2,0,1,1,3,1
train_2995.png,2,0,1,1,1,2
train_2996.png,0,2,3,3,1,2
train_2997.png,2,2,3,2,1,3
train_2998.png,2,2,0,3,0,0
train_2999.png,1,3,3,2,1,2
train_3000.png,0,1,0,2,1,1
train_3001.png,2,0,0,2,0,2
train_3002.png,2,2,2,3,0,1
train_3003.png,3,3,0,3,1,2
train_3004.png,1,3,2,0,1,0
train_3005.png,1,0,3,1,1,3
train_3006.png,1,1,2,1,1,2
train_3007.png,1,2,0,0,2,0
train_3008.png,3,3,0,2,0,1
train_3009.png,0,0,1,0,0,1
train_3010.png,0,3,1,3,3,0
train_3011.png,1,3,1,3,0,2
train_3012.png,2,1,0,3,1,0
train_3013.png,1,2,1,0,0,1
train_3014.png,0,1,3,3,2,0
train_3015.png,3,3,0,2,1,1
train_3016.png,3,3,0,2,3,1
train_3017.png,2,0,3,2,3,1
train_3018.png,1,2,1,1,0,0
train_3019.png,0,0,2,2,0,1
train_3020.png,3,3,1,1,3,3
train_3021.png,2,0,2,2,3,0
train_3022.png,0,1,0,0,1,2
train_3023.png,2,0,3,0,3,3
train_3024.png,2,0,0,1,2,3
train_3025.png,1,0,0,3,0,0
train_3026.png,2,2,1,2,0,3
train_3027.png,3,0,2,1,3,1
train_3028.png,1,3,1,1,2,1
train_3029.png,0,0,3,3,3,1
train_3030.png,3,2,3,3,0,2
train_3031.png,2,1,3,1,0,0
train_3032.png,1,1,0,2,3,0
train_3033.png,3,0,1,1,0,2
train_3034.png,1,0,1,2,2,1
train_3035.png,3,3,0,2,1,2
train_3036.png,3,0,1,3,1,0
train_3037.png,3,3,0,1,0,1
train_3038.png,2,0,0,1,1,2
train_3039.png,1,2,2,0,3,1
train_3040.png,2,1,0,2,0,0
train_3041.png,3,0,3,0,1,3
train_3042.png,0,2,2,2,3,1
train_3043.png,2,2,1,1,3,1
train_3044.png,3,1,3,0,0,1
train_3045.png,3,0,3,2,3,2
train_3046.png,2,2,3,0,0,1
train_3047.png,2,0,1,0,0,1
train_3048.png,0,3,3,1,0,3
train_3049.png,3,3,2,1,0,2
train_3050.png,3,1,3,2,1,0
train_3051.png,0,3,3,2,2,1
train_3052.png,2,1,3,3,1,0
train_3053.png,0,1,1,1,1,1
train_3054.png,2,1,0,0,1,0
train_3055.png,1,2,0,2,0,0
train_3056.png,3,0,2,2,0,3
train_3057.png,2,1,2,1,2,3
train_3058.png,1,2,3,3,1,2
train_3059.png,1,3,0,2,3,1
train_3060.png,0,3,1,2,2,1
train_3061.png,1,0,3,2,3,3
train_3062.png,3,2,0,2,3,1
train_3063.png,3,2,3,3,2,3
train_3064.png,2,2,0,0,1,1
train_3065.png,3,2,1,2,2,2
train_3066.png,0,3,0,0,3,2
train_3067.png,0,2,3,0,1,2
train_3068.png,3,3,1,3,1,0
train_3069.png,0,1,2,0,1,0
train_3070.png,1,2,3,0,1,2
train_3071.png,3,0,1,1,3,0
train_3072.png,2,0,2,2,1,1
train_3073.png,2,1,2,0,0,2
train_3074.png,2,1,2,2,0,2
train_3075.png,0,2,1,0,0,1
train_3076.png,3,0,3,0,1,0
train_3077.png,0,1,1,1,2,2
train_3078.png,0,3,0,1,3,3
train_3079.png,2,1,2,3,3,0
train_3080.png,3,3,1,2,2,3
train_3081.png,3,2,2,1,0,2
train_3082.png,1,1,3,2,1,1
train_3083.png,3,2,0,1,3,1
train_3084.png,0,3,3,2,0,0
train_3085.png,0,0,0,1,3,1
train_3086.png,3,3,0,0,1,2
train_3087.png,2,3,0,0,1,2
train_3088.png,0,2,3,0,0,1
train_3089.png,1,3,0,0,3,0
train_3090.png,2,2,3,0,0,1
train_3091.png,0,0,0,0,1,2
train_3092.png,3,3,3,1,0,2
train_3093.png,3,3,3,1,2,2
train_3094.png,1,0,1,0,1,0
train_3095.png,1,3,2,2,2,0
train_3096.png,0,2,2,3,2,2
train_3097.png,2,0,1,2,1,0
train_3098.png,0,1,2,2,1,2
train_3099.png,0,1,2,1,2,0
train_3100.png,3,2,1,3,2,1
train_3101.png,1,2,0,2,1,2
train_3102.png,0,3,0,0,1,0
train_3103.png,0,3,1,1,2,2
train_3104.png,1,0,2,0,1,3
train_3105.png,1,0,2,1,3,0
train_3106.png,3,3,1,3,1,2
train_3107.png,0,3,1,3,0,2
train_3108.png,1,1,0,2,2,1
train_3109.png,0,3,3,1,3,2
train_3110.png,2,3,1,3,0,2
train_3111.png,3,0,0,3,2,2
train_3112.png,1,0,1,0,2,3
train_3113.png,1,0,3,3,1,1
train_3114.png,3,0,1,1,0,2
train_3115.png,3,3,1,1,3,3
train_3116.png,3,0,2,3,3,2
train_3117.png,1,1,3,0,2,1
train_3118.png,3,3,3,3,3,3
train_3119.png,3,3,0,2,3,3
train_3120.png,3,0,2,1,2,0
train_3121.png,2,0,1,0,2,0
train_3122.png,0,0,0,3,2,2
train_3123.png,2,2,3,3,2,1
train_3124.png,3,2,2,2,3,2
train_3125.png,2,3,2,2,1,1
train_3126.png,1,1,3,3,2,1
train_3127.png,2,0,2,1,0,2
train_3128.png,1,1,3,3,0,0
train_3129.png,0,0,1,3,1,2
train_3130.png,2,1,3,3,0,3
train_3131.png,3,1,0,1,0,3
train_3132.png,1,1,3,1,0,0
train_3133.png,3,0,0,2,3,1
train_3134.png,0,0,0,0,1,2
train_3135.png,1,2,0,2,3,0
train_3136.png,0,2,2,0,2,3
train_3137.png,1,2,0,3,0,1
train_3138.png,2,1,2,1,3,3
train_3139.png,0,1,3,2,3,0
train_3140.png,0,2,2,2,2,2
train_3141.png,0,1,2,1,3,2
train_3142.png,0,2,0,0,3,2
train_3143.png,1,2,2,1,2,3
train_3144.png,0,3,1,2,0,3
train_3145.png,2,2,1,1,2,0
train_3146.png,3,2,3,1,0,3
train_3147.png,0,0,3,3,1,0
train_3148.png,2,0,0,1,2,3
train_3149.png,0,0,1,3,2,0
train_3150.png,1,3,0,3,0,2
train_3151.png,3,3,3,0,3,2
train_3152.png,1,0,1,3,0,3
train_3153.png,3,0,0,3,0,2
train_3154.png,2,2,1,0,0,2
train_3155.png,0,2,0,0,0,2
train_3156.png,1,1,3,1,1,3
train_3157.png,2,0,1,1,1,0
train_3158.png,3,2,3,1,0,2
train_3159.png,3,3,3,2,2,1
train_3160.png,3,0,3,2,2,3
train_3161.png,1,1,1,0,2,0
train_3162.png,0,1,2,1,1,0
train_3163.png,1,3,0,1,0,0
train_3164.png,3,0,3,2,1,0
train_3165.png,1,1,3,1,3,2
train_3166.png,1,2,2,0,3,2
train_3167.png,3,1,1,3,0,3
train_3168.png,2,1,0,2,3,1
train_3169.png,2,3,3,3,3,2
train_3170.png,0,1,0,2,2,2
train_3171.png,3,1,2,2,0,0
train_3172.png,3,2,2,2,1,3
train_3173.png,1,1,3,1,1,1
train_3174.png,0,1,0,1,1,2
train_3175.png,1,1,1,0,2,1
train_3176.png,2,3,0,2,1,1
train_3177.png,3,3,0,1,1,3
train_3178.png,1,1,0,0,1,2
train_3179.png,3,3,1,1,3,3
train_3180.png,2,2,2,2,3,1
train_3181.png,2,3,0,2,1,0
train_3182.png,0,2,1,0,0,3
train_3183.png,3,1,2,2,3,3
train_3184.png,1,2,2,3,1,1
train_3185.png,1,3,1,3,3,1
train_3186.png,1,3,0,0,3,3
train_3187.png,2,0,2,3,2,1
train_3188.png,2,1,2,3,2,3
train_3189.png,3,2,2,3,0,0
train_3190.png,0,1,0,3,0,3
train_3191.png,1,1,0,1,0,1
train_3192.png,0,0,0,1,1,3
train_3193.png,3,3,2,3,3,3
train_3194.png,2,2,2,0,2,0
train_3195.png,3,3,2,0,1,0
train_3196.png,3,1,2,3,1,1
train_3197.png,0,0,1,0,3,2
train_3198.png,0,2,1,0,3,2
train_3199.png,0,3,1,1,2,1
train_3200.png,0,3,3,2,1,0
train_3201.png,0,3,1,0,3,0
train_3202.png,3,3,1,0,2,2
train_3203.png,0,0,0,1,1,2
train_3204.png,0,0,1,2,3,2
train_3205.png,3,2,1,2,2,0
train_3206.png,1,3,2,1,0,2
train_3207.png,0,0,3,0,2,3
train_3208.png,0,3,0,2,2,1
train_3209.png,1,3,2,3,0,1
train_3210.png,2,3,1,0,0,3
train_3211.png,2,1,0,2,0,1
train_3212.png,0,1,0,0,3,1
train_3213.png,3,3,1,0,3,0
train_3214.png,2,0,3,3,2,2
train_3215.png,2,3,1,3,1,0
train_3216.png,1,0,2,0,3,0
train_3217.png,1,2,0,1,0,3
train_3218.png,0,2,1,0,3,1
train_3219.png,3,2,3,3,3,0
train_3220.png,3,1,0,1,1,1
train_3221.png,0,3,2,0,1,1
train_3222.png,2,3,1,3,0,0
train_3223.png,1,1,1,1,3,0
train_3224.png,2,0,1,1,0,3
train_3225.png,2,1,0,1,3,0
train_3226.png,2,0,1,1,3,1
train_3227.png,0,1,3,3,3,3
train_3228.png,2,3,3,1,0,3
train_3229.png,0,1,1,2,1,0
train_3230.png,1,3,2,0,3,0
train_3231.png,2,1,0,1,2,3
train_3232.png,2,0,0,2,0,1
train_3233.png,0,2,0,2,1,2
train_3234.png,2,2,3,3,3,3
train_3235.png,2,3,2,0,1,2
train_3236.png,2,3,3,0,1,1
train_3237.png,2,1,2,3,1,2
train_3238.png,0,1,0,0,2,1
train_3239.png,0,2,3,0,2,0
train_3240.png,1,3,0,0,3,0
train_3241.png,3,2,1,3,0,1
train_3242.png,3,3,0,3,1,0
train_3243.png,2,2,3,3,2,3
train_3244.png,1,2,1,1,0,1
train_3245.png,3,0,3,3,1,2
train_3246.png,2,1,2,1,0,0
train_3247.png,3,1,0,2,2,0
train_3248.png,1,3,2,3,0,2
train_3249.png,1,3,2,3,2,0
train_3250.png,3,1,1,0,3,3
train_3251.png,3,1,2,3,2,1
train_3252.png,1,3,2,1,2,0
train_3253.png,0,3,1,1,2,3
train_3254.png,2,2,0,1,3,1
train_3255.png,3,0,3,3,0,3
train_3256.png,2,3,3,0,0,3
train_3257.png,0,3,2,1,2,0
train_3258.png,3,0,3,1,3,1
train_3259.png,1,3,0,0,3,0
train_3260.png,3,0,3,3,0,1
train_3261.png,2,0,0,1,0,2
train_3262.png,1,2,0,1,1,2
train_3263.png,1,1,3,1,3,0
train_3264.png,3,3,3,1,0,0
train_3265.png,1,0,1,0,2,1
train_3266.png,3,0,0,0,3,2
train_3267.png,3,2,1,3,2,2
train_3268.png,0,0,1,2,2,0
train_3269.png,0,0,3,1,2,0
train_3270.png,1,1,1,0,1,1
train_3271.png,0,3,3,2,1,3
train_3272.png,1,2,3,1,0,3
train_3273.png,1,3,0,3,2,2
train_3274.png,1,0,3,1,2,3
train_3275.png,2,0,2,3,0,3
train_3276.png,1,2,2,0,1,1
train_3277.png,0,1,0,0,3,3
train_3278.png,1,1,3,3,3,0
train_3279.png,1,1,1,3,2,0
train_3280.png,2,1,2,2,1,2
train_3281.png,0,1,1,3,3,0
train_3282.png,0,2,3,3,2,2
train_3283.png,1,3,3,1,1,0
train_3284.png,1,1,2,2,0,1
train_3285.png,1,2,2,1,0,3
train_3286.png,0,0,2,0,0,1
train_3287.png,2,3,1,2,2,1
train_3288.png,3,3,1,0,3,3
train_3289.png,1,1,1,3,0,3
train_3290.png,0,2,1,2,1,1
train_3291.png,3,3,3,0,3,1
train_3292.png,0,0,1,2,1,0
train_3293.png,1,0,0,3,1,2
train_3294.png,3,2,3,0,2,1
train_3295.png,1,0,3,0,1,0
train_3296.png,2,3,2,2,1,3
train_3297.png,2,1,3,3,3,2
train_3298.png,1,1,2,2,1,2
train_3299.png,1,3,3,1,2,0
train_3300.png,2,1,3,0,3,2
train_3301.png,3,0,0,3,0,1
train_3302.png,3,1,2,0,0,2
train_3303.png,2,3,1,3,1,1
train_3304.png,1,0,1,0,2,0
train_3305.png,1,2,3,1,1,0
train_3306.png,2,0,3,1,2,0
train_3307.png,2,3,0,0,3,0
train_3308.png,0,1,2,1,2,1
train_3309.png,0,2,1,3,0,3
train_3310.png,2,2,2,1,2,3
train_3311.png,1,1,1,2,1,1
train_3312.png,0,3,2,1,1,1
train_3313.png,0,3,3,2,3,3
train_3314.png,0,1,0,0,1,1
train_3315.png,1,1,3,2,2,0
train_3316.png,0,0,3,3,0,2
train_3317.png,2,2,0,1,2,1
train_3318.png,3,1,0,3,0,2
train_3319.png,1,2,2,1,1,0
train_3320.png,3,1,2,1,0,3
train_3321.png,3,2,2,2,2,1
train_3322.png,0,1,2,2,0,3
train_3323.png,3,1,2,0,0,1
train_3324.png,0,3,0,1,2,0
train_3325.png,0,2,3,2,2,2
train_3326.png,3,0,3,2,2,2
train_3327.png,2,0,2,2,1,2
train_3328.png,1,3,2,2,0,0
train_3329.png,2,0,0,1,1,3
train_3330.png,3,3,3,3,0,2
train_3331.png,1,2,0,1,1,3
train_3332.png,2,1,2,0,0,1
train_3333.png,3,3,2,1,1,1
train_3334.png,1,1,1,0,1,2
train_3335.png,2,2,2,0,2,0
train_3336.png,0,1,1,2,3,1
train_3337.png,3,0,0,1,2,2
train_3338.png,1,1,3,3,2,3
train_3339.png,2,3,1,3,0,0
train_3340.png,1,1,3,2,1,0
train_3341.png,2,1,3,3,1,1
train_3342.png,3,3,2,3,0,3
train_3343.png,1,1,3,0,1,3
train_3344.png,0,1,3,1,2,3
train_3345.png,1,3,1,3,0,0
train_3346.png,0,3,2,2,0,2
train_3347.png,0,1,1,0,2,1
train_3348.png,0,0,0,0,1,0
train_3349.png,0,2,0,2,0,0
train_3350.png,0,0,3,0,3,3
train_3351.png,2,1,0,0,2,3
train_3352.png,1,1,2,1,0,3
train_3353.png,3,0,1,2,1,3
train_3354.png,3,2,3,2,2,2
train_3355.png,3,1,3,3,1,0
train_3356.png,1,0,2,3,0,2
train_3357.png,3,0,2,0,1,2
train_3358.png,3,3,1,0,1,0
train_3359.png,1,3,2,0,2,1
train_3360.png,0,0,0,0,1,3
train_3361.png,1,1,0,3,1,0
